BTC, ETC
2017-01-07-07-00, 0.001583
2017-01-07-08-00, 0.001574
2017-01-07-09-00, 0.001538
2017-01-07-10-00, 0.001550
2017-01-07-11-00, 0.001530
2017-01-07-12-00, 0.001567
2017-01-07-13-00, 0.001592
2017-01-07-14-00, 0.001631
2017-01-07-15-00, 0.001615
2017-01-07-16-00, 0.001624
2017-01-07-17-00, 0.001607
2017-01-07-18-00, 0.001597
2017-01-07-19-00, 0.001592
2017-01-07-20-00, 0.001599
2017-01-07-21-00, 0.001596
2017-01-07-22-00, 0.001614
2017-01-07-23-00, 0.001598
2017-01-08-00-00, 0.001581
2017-01-08-01-00, 0.001582
2017-01-08-02-00, 0.001581
2017-01-08-03-00, 0.001582
2017-01-08-04-00, 0.001584
2017-01-08-05-00, 0.001587
2017-01-08-06-00, 0.001563
2017-01-08-07-00, 0.001552
2017-01-08-08-00, 0.001566
2017-01-08-09-00, 0.001564
2017-01-08-10-00, 0.001555
2017-01-08-11-00, 0.001552
2017-01-08-12-00, 0.001587
2017-01-08-13-00, 0.001588
2017-01-08-14-00, 0.001589
2017-01-08-15-00, 0.001584
2017-01-08-16-00, 0.001591
2017-01-08-17-00, 0.001589
2017-01-08-18-00, 0.001579
2017-01-08-19-00, 0.001586
2017-01-08-20-00, 0.001587
2017-01-08-21-00, 0.001579
2017-01-08-22-00, 0.001591
2017-01-08-23-00, 0.001590
2017-01-09-00-00, 0.001591
2017-01-09-01-00, 0.001635
2017-01-09-02-00, 0.001627
2017-01-09-03-00, 0.001622
2017-01-09-04-00, 0.001621
2017-01-09-05-00, 0.001621
2017-01-09-06-00, 0.001599
2017-01-09-07-00, 0.001596
2017-01-09-08-00, 0.001596
2017-01-09-09-00, 0.001587
2017-01-09-10-00, 0.001637
2017-01-09-11-00, 0.001614
2017-01-09-12-00, 0.001612
2017-01-09-13-00, 0.001604
2017-01-09-14-00, 0.001607
2017-01-09-15-00, 0.001596
2017-01-09-16-00, 0.001602
2017-01-09-17-00, 0.001622
2017-01-09-18-00, 0.001614
2017-01-09-19-00, 0.001606
2017-01-09-20-00, 0.001608
2017-01-09-21-00, 0.001596
2017-01-09-22-00, 0.001568
2017-01-09-23-00, 0.001549
2017-01-10-00-00, 0.001554
2017-01-10-01-00, 0.001575
2017-01-10-02-00, 0.001576
2017-01-10-03-00, 0.001573
2017-01-10-04-00, 0.001581
2017-01-10-05-00, 0.001610
2017-01-10-06-00, 0.001595
2017-01-10-07-00, 0.001600
2017-01-10-08-00, 0.001595
2017-01-10-09-00, 0.001580
2017-01-10-10-00, 0.001579
2017-01-10-11-00, 0.001569
2017-01-10-12-00, 0.001600
2017-01-10-13-00, 0.001584
2017-01-10-14-00, 0.001575
2017-01-10-15-00, 0.001580
2017-01-10-16-00, 0.001580
2017-01-10-17-00, 0.001581
2017-01-10-18-00, 0.001555
2017-01-10-19-00, 0.001571
2017-01-10-20-00, 0.001575
2017-01-10-21-00, 0.001575
2017-01-10-22-00, 0.001573
2017-01-10-23-00, 0.001573
2017-01-11-00-00, 0.001579
2017-01-11-01-00, 0.001573
2017-01-11-02-00, 0.001576
2017-01-11-03-00, 0.001575
2017-01-11-04-00, 0.001566
2017-01-11-05-00, 0.001566
2017-01-11-06-00, 0.001562
2017-01-11-07-00, 0.001576
2017-01-11-08-00, 0.001560
2017-01-11-09-00, 0.001560
2017-01-11-10-00, 0.001552
2017-01-11-11-00, 0.001501
2017-01-11-12-00, 0.001527
2017-01-11-13-00, 0.001521
2017-01-11-14-00, 0.001521
2017-01-11-15-00, 0.001527
2017-01-11-16-00, 0.001515
2017-01-11-17-00, 0.001519
2017-01-11-18-00, 0.001511
2017-01-11-19-00, 0.001493
2017-01-11-20-00, 0.001497
2017-01-11-21-00, 0.001500
2017-01-11-22-00, 0.001507
2017-01-11-23-00, 0.001512
2017-01-12-00-00, 0.001519
2017-01-12-01-00, 0.001513
2017-01-12-02-00, 0.001503
2017-01-12-03-00, 0.001500
2017-01-12-04-00, 0.001478
2017-01-12-05-00, 0.001485
2017-01-12-06-00, 0.001496
2017-01-12-07-00, 0.001483
2017-01-12-08-00, 0.001496
2017-01-12-09-00, 0.001484
2017-01-12-10-00, 0.001481
2017-01-12-11-00, 0.001482
2017-01-12-12-00, 0.001529
2017-01-12-13-00, 0.001511
2017-01-12-14-00, 0.001513
2017-01-12-15-00, 0.001510
2017-01-12-16-00, 0.001523
2017-01-12-17-00, 0.001536
2017-01-12-18-00, 0.001531
2017-01-12-19-00, 0.001523
2017-01-12-20-00, 0.001523
2017-01-12-21-00, 0.001520
2017-01-12-22-00, 0.001513
2017-01-12-23-00, 0.001533
2017-01-13-00-00, 0.001511
2017-01-13-01-00, 0.001498
2017-01-13-02-00, 0.001494
2017-01-13-03-00, 0.001490
2017-01-13-04-00, 0.001491
2017-01-13-05-00, 0.001497
2017-01-13-06-00, 0.001506
2017-01-13-07-00, 0.001495
2017-01-13-08-00, 0.001495
2017-01-13-09-00, 0.001493
2017-01-13-10-00, 0.001500
2017-01-13-11-00, 0.001476
2017-01-13-12-00, 0.001476
2017-01-13-13-00, 0.001476
2017-01-13-14-00, 0.001500
2017-01-13-15-00, 0.001493
2017-01-13-16-00, 0.001505
2017-01-13-17-00, 0.001496
2017-01-13-18-00, 0.001485
2017-01-13-19-00, 0.001480
2017-01-13-20-00, 0.001474
2017-01-13-21-00, 0.001471
2017-01-13-22-00, 0.001484
2017-01-13-23-00, 0.001466
2017-01-14-00-00, 0.001465
2017-01-14-01-00, 0.001472
2017-01-14-02-00, 0.001475
2017-01-14-03-00, 0.001467
2017-01-14-04-00, 0.001467
2017-01-14-05-00, 0.001466
2017-01-14-06-00, 0.001464
2017-01-14-07-00, 0.001464
2017-01-14-08-00, 0.001457
2017-01-14-09-00, 0.001461
2017-01-14-10-00, 0.001467
2017-01-14-11-00, 0.001461
2017-01-14-12-00, 0.001460
2017-01-14-13-00, 0.001459
2017-01-14-14-00, 0.001453
2017-01-14-15-00, 0.001448
2017-01-14-16-00, 0.001446
2017-01-14-17-00, 0.001432
2017-01-14-18-00, 0.001440
2017-01-14-19-00, 0.001441
2017-01-14-20-00, 0.001451
2017-01-14-21-00, 0.001465
2017-01-14-22-00, 0.001467
2017-01-14-23-00, 0.001479
2017-01-15-00-00, 0.001469
2017-01-15-01-00, 0.001464
2017-01-15-02-00, 0.001452
2017-01-15-03-00, 0.001448
2017-01-15-04-00, 0.001456
2017-01-15-05-00, 0.001446
2017-01-15-06-00, 0.001446
2017-01-15-07-00, 0.001449
2017-01-15-08-00, 0.001455
2017-01-15-09-00, 0.001452
2017-01-15-10-00, 0.001447
2017-01-15-11-00, 0.001451
2017-01-15-12-00, 0.001436
2017-01-15-13-00, 0.001440
2017-01-15-14-00, 0.001448
2017-01-15-15-00, 0.001446
2017-01-15-16-00, 0.001431
2017-01-15-17-00, 0.001427
2017-01-15-18-00, 0.001439
2017-01-15-19-00, 0.001439
2017-01-15-20-00, 0.001459
2017-01-15-21-00, 0.001448
2017-01-15-22-00, 0.001447
2017-01-15-23-00, 0.001451
2017-01-16-00-00, 0.001445
2017-01-16-01-00, 0.001441
2017-01-16-02-00, 0.001439
2017-01-16-03-00, 0.001427
2017-01-16-04-00, 0.001428
2017-01-16-05-00, 0.001442
2017-01-16-06-00, 0.001440
2017-01-16-07-00, 0.001436
2017-01-16-08-00, 0.001430
2017-01-16-09-00, 0.001429
2017-01-16-10-00, 0.001429
2017-01-16-11-00, 0.001428
2017-01-16-12-00, 0.001433
2017-01-16-13-00, 0.001430
2017-01-16-14-00, 0.001434
2017-01-16-15-00, 0.001431
2017-01-16-16-00, 0.001415
2017-01-16-17-00, 0.001416
2017-01-16-18-00, 0.001418
2017-01-16-19-00, 0.001420
2017-01-16-20-00, 0.001419
2017-01-16-21-00, 0.001416
2017-01-16-22-00, 0.001418
2017-01-16-23-00, 0.001410
2017-01-17-00-00, 0.001416
2017-01-17-01-00, 0.001419
2017-01-17-02-00, 0.001432
2017-01-17-03-00, 0.001431
2017-01-17-04-00, 0.001416
2017-01-17-05-00, 0.001401
2017-01-17-06-00, 0.001396
2017-01-17-07-00, 0.001390
2017-01-17-08-00, 0.001357
2017-01-17-09-00, 0.001364
2017-01-17-10-00, 0.001363
2017-01-17-11-00, 0.001352
2017-01-17-12-00, 0.001355
2017-01-17-13-00, 0.001356
2017-01-17-14-00, 0.001362
2017-01-17-15-00, 0.001361
2017-01-17-16-00, 0.001367
2017-01-17-17-00, 0.001391
2017-01-17-18-00, 0.001354
2017-01-17-19-00, 0.001350
2017-01-17-20-00, 0.001349
2017-01-17-21-00, 0.001361
2017-01-17-22-00, 0.001363
2017-01-17-23-00, 0.001331
2017-01-18-00-00, 0.001336
2017-01-18-01-00, 0.001321
2017-01-18-02-00, 0.001346
2017-01-18-03-00, 0.001342
2017-01-18-04-00, 0.001342
2017-01-18-05-00, 0.001332
2017-01-18-06-00, 0.001333
2017-01-18-07-00, 0.001330
2017-01-18-08-00, 0.001338
2017-01-18-09-00, 0.001347
2017-01-18-10-00, 0.001347
2017-01-18-11-00, 0.001346
2017-01-18-12-00, 0.001346
2017-01-18-13-00, 0.001350
2017-01-18-14-00, 0.001353
2017-01-18-15-00, 0.001349
2017-01-18-16-00, 0.001358
2017-01-18-17-00, 0.001377
2017-01-18-18-00, 0.001372
2017-01-18-19-00, 0.001364
2017-01-18-20-00, 0.001373
2017-01-18-21-00, 0.001371
2017-01-18-22-00, 0.001372
2017-01-18-23-00, 0.001374
2017-01-19-00-00, 0.001351
2017-01-19-01-00, 0.001340
2017-01-19-02-00, 0.001337
2017-01-19-03-00, 0.001336
2017-01-19-04-00, 0.001330
2017-01-19-05-00, 0.001338
2017-01-19-06-00, 0.001327
2017-01-19-07-00, 0.001332
2017-01-19-08-00, 0.001330
2017-01-19-09-00, 0.001319
2017-01-19-10-00, 0.001303
2017-01-19-11-00, 0.001304
2017-01-19-12-00, 0.001306
2017-01-19-13-00, 0.001315
2017-01-19-14-00, 0.001308
2017-01-19-15-00, 0.001301
2017-01-19-16-00, 0.001313
2017-01-19-17-00, 0.001313
2017-01-19-18-00, 0.001296
2017-01-19-19-00, 0.001306
2017-01-19-20-00, 0.001300
2017-01-19-21-00, 0.001298
2017-01-19-22-00, 0.001297
2017-01-19-23-00, 0.001309
2017-01-20-00-00, 0.001304
2017-01-20-01-00, 0.001299
2017-01-20-02-00, 0.001311
2017-01-20-03-00, 0.001306
2017-01-20-04-00, 0.001308
2017-01-20-05-00, 0.001320
2017-01-20-06-00, 0.001311
2017-01-20-07-00, 0.001300
2017-01-20-08-00, 0.001300
2017-01-20-09-00, 0.001306
2017-01-20-10-00, 0.001313
2017-01-20-11-00, 0.001309
2017-01-20-12-00, 0.001299
2017-01-20-13-00, 0.001308
2017-01-20-14-00, 0.001409
2017-01-20-15-00, 0.001421
2017-01-20-16-00, 0.001535
2017-01-20-17-00, 0.001492
2017-01-20-18-00, 0.001486
2017-01-20-19-00, 0.001477
2017-01-20-20-00, 0.001477
2017-01-20-21-00, 0.001502
2017-01-20-22-00, 0.001515
2017-01-20-23-00, 0.001500
2017-01-21-00-00, 0.001492
2017-01-21-01-00, 0.001519
2017-01-21-02-00, 0.001577
2017-01-21-03-00, 0.001583
2017-01-21-04-00, 0.001524
2017-01-21-05-00, 0.001509
2017-01-21-06-00, 0.001513
2017-01-21-07-00, 0.001528
2017-01-21-08-00, 0.001497
2017-01-21-09-00, 0.001480
2017-01-21-10-00, 0.001470
2017-01-21-11-00, 0.001490
2017-01-21-12-00, 0.001481
2017-01-21-13-00, 0.001489
2017-01-21-14-00, 0.001492
2017-01-21-15-00, 0.001549
2017-01-21-16-00, 0.001530
2017-01-21-17-00, 0.001527
2017-01-21-18-00, 0.001524
2017-01-21-19-00, 0.001515
2017-01-21-20-00, 0.001542
2017-01-21-21-00, 0.001534
2017-01-21-22-00, 0.001534
2017-01-21-23-00, 0.001539
2017-01-22-00-00, 0.001529
2017-01-22-01-00, 0.001515
2017-01-22-02-00, 0.001511
2017-01-22-03-00, 0.001489
2017-01-22-04-00, 0.001485
2017-01-22-05-00, 0.001485
2017-01-22-06-00, 0.001500
2017-01-22-07-00, 0.001550
2017-01-22-08-00, 0.001550
2017-01-22-09-00, 0.001554
2017-01-22-10-00, 0.001566
2017-01-22-11-00, 0.001525
2017-01-22-12-00, 0.001536
2017-01-22-13-00, 0.001513
2017-01-22-14-00, 0.001512
2017-01-22-15-00, 0.001518
2017-01-22-16-00, 0.001517
2017-01-22-17-00, 0.001510
2017-01-22-18-00, 0.001502
2017-01-22-19-00, 0.001508
2017-01-22-20-00, 0.001498
2017-01-22-21-00, 0.001508
2017-01-22-22-00, 0.001500
2017-01-22-23-00, 0.001494
2017-01-23-00-00, 0.001500
2017-01-23-01-00, 0.001496
2017-01-23-02-00, 0.001488
2017-01-23-03-00, 0.001489
2017-01-23-04-00, 0.001491
2017-01-23-05-00, 0.001490
2017-01-23-06-00, 0.001487
2017-01-23-07-00, 0.001488
2017-01-23-08-00, 0.001496
2017-01-23-09-00, 0.001503
2017-01-23-10-00, 0.001493
2017-01-23-11-00, 0.001500
2017-01-23-12-00, 0.001498
2017-01-23-13-00, 0.001493
2017-01-23-14-00, 0.001493
2017-01-23-15-00, 0.001495
2017-01-23-16-00, 0.001505
2017-01-23-17-00, 0.001489
2017-01-23-18-00, 0.001496
2017-01-23-19-00, 0.001491
2017-01-23-20-00, 0.001498
2017-01-23-21-00, 0.001506
2017-01-23-22-00, 0.001503
2017-01-23-23-00, 0.001508
2017-01-24-00-00, 0.001528
2017-01-24-01-00, 0.001513
2017-01-24-02-00, 0.001508
2017-01-24-03-00, 0.001510
2017-01-24-04-00, 0.001507
2017-01-24-05-00, 0.001507
2017-01-24-06-00, 0.001509
2017-01-24-07-00, 0.001510
2017-01-24-08-00, 0.001508
2017-01-24-09-00, 0.001508
2017-01-24-10-00, 0.001515
2017-01-24-11-00, 0.001518
2017-01-24-12-00, 0.001512
2017-01-24-13-00, 0.001518
2017-01-24-14-00, 0.001510
2017-01-24-15-00, 0.001524
2017-01-24-16-00, 0.001508
2017-01-24-17-00, 0.001500
2017-01-24-18-00, 0.001507
2017-01-24-19-00, 0.001506
2017-01-24-20-00, 0.001502
2017-01-24-21-00, 0.001515
2017-01-24-22-00, 0.001520
2017-01-24-23-00, 0.001530
2017-01-25-00-00, 0.001528
2017-01-25-01-00, 0.001527
2017-01-25-02-00, 0.001524
2017-01-25-03-00, 0.001515
2017-01-25-04-00, 0.001517
2017-01-25-05-00, 0.001519
2017-01-25-06-00, 0.001515
2017-01-25-07-00, 0.001512
2017-01-25-08-00, 0.001500
2017-01-25-09-00, 0.001507
2017-01-25-10-00, 0.001490
2017-01-25-11-00, 0.001481
2017-01-25-12-00, 0.001480
2017-01-25-13-00, 0.001450
2017-01-25-14-00, 0.001447
2017-01-25-15-00, 0.001460
2017-01-25-16-00, 0.001456
2017-01-25-17-00, 0.001459
2017-01-25-18-00, 0.001466
2017-01-25-19-00, 0.001465
2017-01-25-20-00, 0.001458
2017-01-25-21-00, 0.001441
2017-01-25-22-00, 0.001431
2017-01-25-23-00, 0.001429
2017-01-26-00-00, 0.001426
2017-01-26-01-00, 0.001425
2017-01-26-02-00, 0.001427
2017-01-26-03-00, 0.001434
2017-01-26-04-00, 0.001430
2017-01-26-05-00, 0.001436
2017-01-26-06-00, 0.001431
2017-01-26-07-00, 0.001433
2017-01-26-08-00, 0.001426
2017-01-26-09-00, 0.001428
2017-01-26-10-00, 0.001428
2017-01-26-11-00, 0.001436
2017-01-26-12-00, 0.001436
2017-01-26-13-00, 0.001436
2017-01-26-14-00, 0.001438
2017-01-26-15-00, 0.001471
2017-01-26-16-00, 0.001472
2017-01-26-17-00, 0.001451
2017-01-26-18-00, 0.001454
2017-01-26-19-00, 0.001455
2017-01-26-20-00, 0.001447
2017-01-26-21-00, 0.001447
2017-01-26-22-00, 0.001455
2017-01-26-23-00, 0.001448
2017-01-27-00-00, 0.001453
2017-01-27-01-00, 0.001459
2017-01-27-02-00, 0.001459
2017-01-27-03-00, 0.001447
2017-01-27-04-00, 0.001442
2017-01-27-05-00, 0.001438
2017-01-27-06-00, 0.001439
2017-01-27-07-00, 0.001450
2017-01-27-08-00, 0.001442
2017-01-27-09-00, 0.001431
2017-01-27-10-00, 0.001432
2017-01-27-11-00, 0.001430
2017-01-27-12-00, 0.001407
2017-01-27-13-00, 0.001417
2017-01-27-14-00, 0.001423
2017-01-27-15-00, 0.001401
2017-01-27-16-00, 0.001400
2017-01-27-17-00, 0.001391
2017-01-27-18-00, 0.001395
2017-01-27-19-00, 0.001387
2017-01-27-20-00, 0.001395
2017-01-27-21-00, 0.001392
2017-01-27-22-00, 0.001396
2017-01-27-23-00, 0.001390
2017-01-28-00-00, 0.001395
2017-01-28-01-00, 0.001403
2017-01-28-02-00, 0.001409
2017-01-28-03-00, 0.001417
2017-01-28-04-00, 0.001413
2017-01-28-05-00, 0.001407
2017-01-28-06-00, 0.001414
2017-01-28-07-00, 0.001409
2017-01-28-08-00, 0.001413
2017-01-28-09-00, 0.001409
2017-01-28-10-00, 0.001401
2017-01-28-11-00, 0.001407
2017-01-28-12-00, 0.001408
2017-01-28-13-00, 0.001409
2017-01-28-14-00, 0.001410
2017-01-28-15-00, 0.001410
2017-01-28-16-00, 0.001407
2017-01-28-17-00, 0.001402
2017-01-28-18-00, 0.001414
2017-01-28-19-00, 0.001424
2017-01-28-20-00, 0.001425
2017-01-28-21-00, 0.001413
2017-01-28-22-00, 0.001417
2017-01-28-23-00, 0.001421
2017-01-29-00-00, 0.001414
2017-01-29-01-00, 0.001421
2017-01-29-02-00, 0.001409
2017-01-29-03-00, 0.001404
2017-01-29-04-00, 0.001404
2017-01-29-05-00, 0.001412
2017-01-29-06-00, 0.001409
2017-01-29-07-00, 0.001411
2017-01-29-08-00, 0.001409
2017-01-29-09-00, 0.001410
2017-01-29-10-00, 0.001411
2017-01-29-11-00, 0.001411
2017-01-29-12-00, 0.001412
2017-01-29-13-00, 0.001409
2017-01-29-14-00, 0.001403
2017-01-29-15-00, 0.001408
2017-01-29-16-00, 0.001403
2017-01-29-17-00, 0.001413
2017-01-29-18-00, 0.001410
2017-01-29-19-00, 0.001407
2017-01-29-20-00, 0.001410
2017-01-29-21-00, 0.001416
2017-01-29-22-00, 0.001412
2017-01-29-23-00, 0.001411
2017-01-30-00-00, 0.001411
2017-01-30-01-00, 0.001414
2017-01-30-02-00, 0.001412
2017-01-30-03-00, 0.001407
2017-01-30-04-00, 0.001403
2017-01-30-05-00, 0.001411
2017-01-30-06-00, 0.001406
2017-01-30-07-00, 0.001409
2017-01-30-08-00, 0.001408
2017-01-30-09-00, 0.001410
2017-01-30-10-00, 0.001415
2017-01-30-11-00, 0.001412
2017-01-30-12-00, 0.001415
2017-01-30-13-00, 0.001410
2017-01-30-14-00, 0.001411
2017-01-30-15-00, 0.001412
2017-01-30-16-00, 0.001412
2017-01-30-17-00, 0.001425
2017-01-30-18-00, 0.001427
2017-01-30-19-00, 0.001438
2017-01-30-20-00, 0.001440
2017-01-30-21-00, 0.001447
2017-01-30-22-00, 0.001454
2017-01-30-23-00, 0.001462
2017-01-31-00-00, 0.001465
2017-01-31-01-00, 0.001454
2017-01-31-02-00, 0.001461
2017-01-31-03-00, 0.001456
2017-01-31-04-00, 0.001452
2017-01-31-05-00, 0.001449
2017-01-31-06-00, 0.001445
2017-01-31-07-00, 0.001446
2017-01-31-08-00, 0.001449
2017-01-31-09-00, 0.001451
2017-01-31-10-00, 0.001458
2017-01-31-11-00, 0.001447
2017-01-31-12-00, 0.001442
2017-01-31-13-00, 0.001432
2017-01-31-14-00, 0.001443
2017-01-31-15-00, 0.001430
2017-01-31-16-00, 0.001430
2017-01-31-17-00, 0.001427
2017-01-31-18-00, 0.001428
2017-01-31-19-00, 0.001428
2017-01-31-20-00, 0.001434
2017-01-31-21-00, 0.001432
2017-01-31-22-00, 0.001425
2017-01-31-23-00, 0.001401
2017-02-01-00-00, 0.001395
2017-02-01-01-00, 0.001402
2017-02-01-02-00, 0.001384
2017-02-01-03-00, 0.001399
2017-02-01-04-00, 0.001390
2017-02-01-05-00, 0.001403
2017-02-01-06-00, 0.001399
2017-02-01-07-00, 0.001393
2017-02-01-08-00, 0.001390
2017-02-01-09-00, 0.001391
2017-02-01-10-00, 0.001391
2017-02-01-11-00, 0.001392
2017-02-01-12-00, 0.001391
2017-02-01-13-00, 0.001390
2017-02-01-14-00, 0.001397
2017-02-01-15-00, 0.001383
2017-02-01-16-00, 0.001385
2017-02-01-17-00, 0.001386
2017-02-01-18-00, 0.001378
2017-02-01-19-00, 0.001378
2017-02-01-20-00, 0.001379
2017-02-01-21-00, 0.001376
2017-02-01-22-00, 0.001374
2017-02-01-23-00, 0.001372
2017-02-02-00-00, 0.001369
2017-02-02-01-00, 0.001370
2017-02-02-02-00, 0.001366
2017-02-02-03-00, 0.001372
2017-02-02-04-00, 0.001367
2017-02-02-05-00, 0.001364
2017-02-02-06-00, 0.001366
2017-02-02-07-00, 0.001361
2017-02-02-08-00, 0.001358
2017-02-02-09-00, 0.001358
2017-02-02-10-00, 0.001360
2017-02-02-11-00, 0.001358
2017-02-02-12-00, 0.001359
2017-02-02-13-00, 0.001353
2017-02-02-14-00, 0.001355
2017-02-02-15-00, 0.001351
2017-02-02-16-00, 0.001360
2017-02-02-17-00, 0.001355
2017-02-02-18-00, 0.001356
2017-02-02-19-00, 0.001360
2017-02-02-20-00, 0.001362
2017-02-02-21-00, 0.001361
2017-02-02-22-00, 0.001344
2017-02-02-23-00, 0.001348
2017-02-03-00-00, 0.001346
2017-02-03-01-00, 0.001346
2017-02-03-02-00, 0.001341
2017-02-03-03-00, 0.001331
2017-02-03-04-00, 0.001331
2017-02-03-05-00, 0.001325
2017-02-03-06-00, 0.001323
2017-02-03-07-00, 0.001338
2017-02-03-08-00, 0.001327
2017-02-03-09-00, 0.001329
2017-02-03-10-00, 0.001327
2017-02-03-11-00, 0.001328
2017-02-03-12-00, 0.001335
2017-02-03-13-00, 0.001329
2017-02-03-14-00, 0.001334
2017-02-03-15-00, 0.001332
2017-02-03-16-00, 0.001330
2017-02-03-17-00, 0.001329
2017-02-03-18-00, 0.001328
2017-02-03-19-00, 0.001322
2017-02-03-20-00, 0.001327
2017-02-03-21-00, 0.001317
2017-02-03-22-00, 0.001319
2017-02-03-23-00, 0.001319
2017-02-04-00-00, 0.001317
2017-02-04-01-00, 0.001329
2017-02-04-02-00, 0.001335
2017-02-04-03-00, 0.001345
2017-02-04-04-00, 0.001338
2017-02-04-05-00, 0.001356
2017-02-04-06-00, 0.001346
2017-02-04-07-00, 0.001353
2017-02-04-08-00, 0.001349
2017-02-04-09-00, 0.001338
2017-02-04-10-00, 0.001336
2017-02-04-11-00, 0.001338
2017-02-04-12-00, 0.001345
2017-02-04-13-00, 0.001346
2017-02-04-14-00, 0.001346
2017-02-04-15-00, 0.001350
2017-02-04-16-00, 0.001347
2017-02-04-17-00, 0.001345
2017-02-04-18-00, 0.001330
2017-02-04-19-00, 0.001324
2017-02-04-20-00, 0.001330
2017-02-04-21-00, 0.001328
2017-02-04-22-00, 0.001330
2017-02-04-23-00, 0.001323
2017-02-05-00-00, 0.001327
2017-02-05-01-00, 0.001329
2017-02-05-02-00, 0.001326
2017-02-05-03-00, 0.001325
2017-02-05-04-00, 0.001323
2017-02-05-05-00, 0.001321
2017-02-05-06-00, 0.001320
2017-02-05-07-00, 0.001321
2017-02-05-08-00, 0.001321
2017-02-05-09-00, 0.001320
2017-02-05-10-00, 0.001328
2017-02-05-11-00, 0.001322
2017-02-05-12-00, 0.001320
2017-02-05-13-00, 0.001322
2017-02-05-14-00, 0.001322
2017-02-05-15-00, 0.001323
2017-02-05-16-00, 0.001326
2017-02-05-17-00, 0.001328
2017-02-05-18-00, 0.001338
2017-02-05-19-00, 0.001344
2017-02-05-20-00, 0.001348
2017-02-05-21-00, 0.001337
2017-02-05-22-00, 0.001343
2017-02-05-23-00, 0.001343
2017-02-06-00-00, 0.001346
2017-02-06-01-00, 0.001347
2017-02-06-02-00, 0.001351
2017-02-06-03-00, 0.001380
2017-02-06-04-00, 0.001399
2017-02-06-05-00, 0.001448
2017-02-06-06-00, 0.001420
2017-02-06-07-00, 0.001407
2017-02-06-08-00, 0.001410
2017-02-06-09-00, 0.001406
2017-02-06-10-00, 0.001421
2017-02-06-11-00, 0.001425
2017-02-06-12-00, 0.001411
2017-02-06-13-00, 0.001410
2017-02-06-14-00, 0.001408
2017-02-06-15-00, 0.001431
2017-02-06-16-00, 0.001422
2017-02-06-17-00, 0.001434
2017-02-06-18-00, 0.001430
2017-02-06-19-00, 0.001425
2017-02-06-20-00, 0.001427
2017-02-06-21-00, 0.001424
2017-02-06-22-00, 0.001416
2017-02-06-23-00, 0.001423
2017-02-07-00-00, 0.001415
2017-02-07-01-00, 0.001428
2017-02-07-02-00, 0.001426
2017-02-07-03-00, 0.001414
2017-02-07-04-00, 0.001411
2017-02-07-05-00, 0.001410
2017-02-07-06-00, 0.001405
2017-02-07-07-00, 0.001404
2017-02-07-08-00, 0.001397
2017-02-07-09-00, 0.001441
2017-02-07-10-00, 0.001440
2017-02-07-11-00, 0.001430
2017-02-07-12-00, 0.001422
2017-02-07-13-00, 0.001432
2017-02-07-14-00, 0.001428
2017-02-07-15-00, 0.001405
2017-02-07-16-00, 0.001394
2017-02-07-17-00, 0.001393
2017-02-07-18-00, 0.001392
2017-02-07-19-00, 0.001392
2017-02-07-20-00, 0.001391
2017-02-07-21-00, 0.001392
2017-02-07-22-00, 0.001396
2017-02-07-23-00, 0.001388
2017-02-08-00-00, 0.001387
2017-02-08-01-00, 0.001389
2017-02-08-02-00, 0.001390
2017-02-08-03-00, 0.001392
2017-02-08-04-00, 0.001380
2017-02-08-05-00, 0.001380
2017-02-08-06-00, 0.001385
2017-02-08-07-00, 0.001390
2017-02-08-08-00, 0.001382
2017-02-08-09-00, 0.001367
2017-02-08-10-00, 0.001365
2017-02-08-11-00, 0.001364
2017-02-08-12-00, 0.001357
2017-02-08-13-00, 0.001355
2017-02-08-14-00, 0.001363
2017-02-08-15-00, 0.001356
2017-02-08-16-00, 0.001362
2017-02-08-17-00, 0.001361
2017-02-08-18-00, 0.001361
2017-02-08-19-00, 0.001360
2017-02-08-20-00, 0.001355
2017-02-08-21-00, 0.001355
2017-02-08-22-00, 0.001346
2017-02-08-23-00, 0.001356
2017-02-09-00-00, 0.001363
2017-02-09-01-00, 0.001363
2017-02-09-02-00, 0.001357
2017-02-09-03-00, 0.001353
2017-02-09-04-00, 0.001354
2017-02-09-05-00, 0.001348
2017-02-09-06-00, 0.001331
2017-02-09-07-00, 0.001334
2017-02-09-08-00, 0.001335
2017-02-09-09-00, 0.001321
2017-02-09-10-00, 0.001324
2017-02-09-11-00, 0.001319
2017-02-09-12-00, 0.001323
2017-02-09-13-00, 0.001324
2017-02-09-14-00, 0.001340
2017-02-09-15-00, 0.001315
2017-02-09-16-00, 0.001258
2017-02-09-17-00, 0.001280
2017-02-09-18-00, 0.001301
2017-02-09-19-00, 0.001306
2017-02-09-20-00, 0.001314
2017-02-09-21-00, 0.001303
2017-02-09-22-00, 0.001293
2017-02-09-23-00, 0.001291
2017-02-10-00-00, 0.001275
2017-02-10-01-00, 0.001281
2017-02-10-02-00, 0.001277
2017-02-10-03-00, 0.001268
2017-02-10-04-00, 0.001271
2017-02-10-05-00, 0.001273
2017-02-10-06-00, 0.001271
2017-02-10-07-00, 0.001271
2017-02-10-08-00, 0.001277
2017-02-10-09-00, 0.001272
2017-02-10-10-00, 0.001280
2017-02-10-11-00, 0.001279
2017-02-10-12-00, 0.001269
2017-02-10-13-00, 0.001265
