ETC, GBP
2016-11-05-00-00, 0.805010
2016-11-05-01-00, 0.771116
2016-11-05-02-00, 0.771981
2016-11-05-03-00, 0.781921
2016-11-05-04-00, 0.777144
2016-11-05-05-00, 0.778072
2016-11-05-06-00, 0.778763
2016-11-05-07-00, 0.786097
2016-11-05-08-00, 0.790658
2016-11-05-09-00, 0.781082
2016-11-05-10-00, 0.779246
2016-11-05-11-00, 0.781437
2016-11-05-12-00, 0.787227
2016-11-05-13-00, 0.820240
2016-11-05-14-00, 0.841813
2016-11-05-15-00, 0.826581
2016-11-05-16-00, 0.832494
2016-11-05-17-00, 0.811895
2016-11-05-18-00, 0.814126
2016-11-05-19-00, 0.836648
2016-11-05-20-00, 0.833291
2016-11-05-21-00, 0.832577
2016-11-05-22-00, 0.841379
2016-11-05-23-00, 0.838708
2016-11-06-00-00, 0.814713
2016-11-06-01-00, 0.826990
2016-11-06-02-00, 0.827045
2016-11-06-03-00, 0.820565
2016-11-06-04-00, 0.802862
2016-11-06-05-00, 0.792799
2016-11-06-06-00, 0.798369
2016-11-06-07-00, 0.796851
2016-11-06-08-00, 0.809831
2016-11-06-09-00, 0.806704
2016-11-06-10-00, 0.790150
2016-11-06-11-00, 0.795678
2016-11-06-12-00, 0.811670
2016-11-06-13-00, 0.803280
2016-11-06-14-00, 0.802417
2016-11-06-15-00, 0.809277
2016-11-06-16-00, 0.793715
2016-11-06-17-00, 0.800709
2016-11-06-18-00, 0.799539
2016-11-06-19-00, 0.805688
2016-11-06-20-00, 0.792881
2016-11-06-21-00, 0.789940
2016-11-06-22-00, 0.793226
2016-11-06-23-00, 0.798094
2016-11-07-00-00, 0.769292
2016-11-07-01-00, 0.791354
2016-11-07-02-00, 0.798106
2016-11-07-03-00, 0.783731
2016-11-07-04-00, 0.777893
2016-11-07-05-00, 0.787859
2016-11-07-06-00, 0.784291
2016-11-07-07-00, 0.785840
2016-11-07-08-00, 0.783585
2016-11-07-09-00, 0.787095
2016-11-07-10-00, 0.788615
2016-11-07-11-00, 0.788330
2016-11-07-12-00, 0.792733
2016-11-07-13-00, 0.804312
2016-11-07-14-00, 0.811251
2016-11-07-15-00, 0.807936
2016-11-07-16-00, 0.796926
2016-11-07-17-00, 0.793876
2016-11-07-18-00, 0.786649
2016-11-07-19-00, 0.786083
2016-11-07-20-00, 0.784595
2016-11-07-21-00, 0.777052
2016-11-07-22-00, 0.777483
2016-11-07-23-00, 0.000000
2016-11-08-00-00, 0.747783
2016-11-08-01-00, 0.762071
2016-11-08-02-00, 0.758117
2016-11-08-03-00, 0.758335
2016-11-08-04-00, 0.766346
2016-11-08-05-00, 0.766710
2016-11-08-06-00, 0.762464
2016-11-08-07-00, 0.758298
2016-11-08-08-00, 0.750267
2016-11-08-09-00, 0.755279
2016-11-08-10-00, 0.759604
2016-11-08-11-00, 0.758597
2016-11-08-12-00, 0.756443
2016-11-08-13-00, 0.756048
2016-11-08-14-00, 0.754765
2016-11-08-15-00, 0.747899
2016-11-08-16-00, 0.745511
2016-11-08-17-00, 0.746694
2016-11-08-18-00, 0.757839
2016-11-08-19-00, 0.749733
2016-11-08-20-00, 0.752748
2016-11-08-21-00, 0.753489
2016-11-08-22-00, 0.753364
2016-11-08-23-00, 0.752854
2016-11-09-00-00, 0.745858
2016-11-09-01-00, 0.749415
2016-11-09-02-00, 0.753103
2016-11-09-03-00, 0.760544
2016-11-09-04-00, 0.743201
2016-11-09-05-00, 0.740209
2016-11-09-06-00, 0.737049
2016-11-09-07-00, 0.738061
2016-11-09-08-00, 0.736702
2016-11-09-09-00, 0.727452
2016-11-09-10-00, 0.727055
2016-11-09-11-00, 0.728634
2016-11-09-12-00, 0.731864
2016-11-09-13-00, 0.737658
2016-11-09-14-00, 0.742137
2016-11-09-15-00, 0.738522
2016-11-09-16-00, 0.748678
2016-11-09-17-00, 0.745199
2016-11-09-18-00, 0.734383
2016-11-09-19-00, 0.736141
2016-11-09-20-00, 0.743172
2016-11-09-21-00, 0.735551
2016-11-09-22-00, 0.734445
2016-11-09-23-00, 0.734213
2016-11-10-00-00, 0.725827
2016-11-10-01-00, 0.717924
2016-11-10-02-00, 0.712804
2016-11-10-03-00, 0.719838
2016-11-10-04-00, 0.716184
2016-11-10-05-00, 0.726300
2016-11-10-06-00, 0.728074
2016-11-10-07-00, 0.739448
2016-11-10-08-00, 0.736579
2016-11-10-09-00, 0.735681
2016-11-10-10-00, 0.739263
2016-11-10-11-00, 0.755098
2016-11-10-12-00, 0.750026
2016-11-10-13-00, 0.747829
2016-11-10-14-00, 0.740815
2016-11-10-15-00, 0.743414
2016-11-10-16-00, 0.744007
2016-11-10-17-00, 0.739533
2016-11-10-18-00, 0.733642
2016-11-10-19-00, 0.736919
2016-11-10-20-00, 0.748595
2016-11-10-21-00, 0.744682
2016-11-10-22-00, 0.733063
2016-11-10-23-00, 0.735564
2016-11-11-00-00, 0.731120
2016-11-11-01-00, 0.732579
2016-11-11-02-00, 0.732719
2016-11-11-03-00, 0.742995
2016-11-11-04-00, 0.746534
2016-11-11-05-00, 0.745024
2016-11-11-06-00, 0.740638
2016-11-11-07-00, 0.730892
2016-11-11-08-00, 0.729307
2016-11-11-09-00, 0.731978
2016-11-11-10-00, 0.728694
2016-11-11-11-00, 0.728316
2016-11-11-12-00, 0.711877
2016-11-11-13-00, 0.718666
2016-11-11-14-00, 0.720729
2016-11-11-15-00, 0.720469
2016-11-11-16-00, 0.723656
2016-11-11-17-00, 0.722587
2016-11-11-18-00, 0.722088
2016-11-11-19-00, 0.726949
2016-11-11-20-00, 0.724738
2016-11-11-21-00, 0.723560
2016-11-11-22-00, 0.736048
2016-11-11-23-00, 0.729386
2016-11-12-00-00, 0.726409
2016-11-12-01-00, 0.730164
2016-11-12-02-00, 0.731956
2016-11-12-03-00, 0.733659
2016-11-12-04-00, 0.730707
2016-11-12-05-00, 0.729969
2016-11-12-06-00, 0.731958
2016-11-12-07-00, 0.735073
2016-11-12-08-00, 0.736835
2016-11-12-09-00, 0.730054
2016-11-12-10-00, 0.725996
2016-11-12-11-00, 0.757577
2016-11-12-12-00, 0.739542
2016-11-12-13-00, 0.733977
2016-11-12-14-00, 0.730621
2016-11-12-15-00, 0.734030
2016-11-12-16-00, 0.739694
2016-11-12-17-00, 0.736060
2016-11-12-18-00, 0.733236
2016-11-12-19-00, 0.727030
2016-11-12-20-00, 0.726990
2016-11-12-21-00, 0.728359
2016-11-12-22-00, 0.730664
2016-11-12-23-00, 0.732145
2016-11-13-00-00, 0.721543
2016-11-13-01-00, 0.721489
2016-11-13-02-00, 0.726971
2016-11-13-03-00, 0.722643
2016-11-13-04-00, 0.722675
2016-11-13-05-00, 0.722373
2016-11-13-06-00, 0.724255
2016-11-13-07-00, 0.727415
2016-11-13-08-00, 0.723232
2016-11-13-09-00, 0.723671
2016-11-13-10-00, 0.724341
2016-11-13-11-00, 0.722289
2016-11-13-12-00, 0.729019
2016-11-13-13-00, 0.723673
2016-11-13-14-00, 0.729097
2016-11-13-15-00, 0.739081
2016-11-13-16-00, 0.724837
2016-11-13-17-00, 0.724325
2016-11-13-18-00, 0.719977
2016-11-13-19-00, 0.723964
2016-11-13-20-00, 0.720616
2016-11-13-21-00, 0.723920
2016-11-13-22-00, 0.724833
2016-11-13-23-00, 0.723691
2016-11-14-00-00, 0.717303
2016-11-14-01-00, 0.725368
2016-11-14-02-00, 0.725506
2016-11-14-03-00, 0.719920
2016-11-14-04-00, 0.722597
2016-11-14-05-00, 0.729476
2016-11-14-06-00, 0.724764
2016-11-14-07-00, 0.722999
2016-11-14-08-00, 0.724664
2016-11-14-09-00, 0.724682
2016-11-14-10-00, 0.724200
2016-11-14-11-00, 0.722868
2016-11-14-12-00, 0.719827
2016-11-14-13-00, 0.718521
2016-11-14-14-00, 0.718619
2016-11-14-15-00, 0.713876
2016-11-14-16-00, 0.713559
2016-11-14-17-00, 0.716053
2016-11-14-18-00, 0.712439
2016-11-14-19-00, 0.716212
2016-11-14-20-00, 0.715510
2016-11-14-21-00, 0.714633
2016-11-14-22-00, 0.710691
2016-11-14-23-00, 0.713788
2016-11-15-00-00, 0.729197
2016-11-15-01-00, 0.718104
2016-11-15-02-00, 0.718923
2016-11-15-03-00, 0.714478
2016-11-15-04-00, 0.728131
2016-11-15-05-00, 0.728561
2016-11-15-06-00, 0.730882
2016-11-15-07-00, 0.732115
2016-11-15-08-00, 0.734354
2016-11-15-09-00, 0.724515
2016-11-15-10-00, 0.723316
2016-11-15-11-00, 0.724056
2016-11-15-12-00, 0.727126
2016-11-15-13-00, 0.726200
2016-11-15-14-00, 0.727346
2016-11-15-15-00, 0.727060
2016-11-15-16-00, 0.725369
2016-11-15-17-00, 0.740387
2016-11-15-18-00, 0.739836
2016-11-15-19-00, 0.744771
2016-11-15-20-00, 0.746447
2016-11-15-21-00, 0.741576
2016-11-15-22-00, 0.746532
2016-11-15-23-00, 0.746736
2016-11-16-00-00, 0.732587
2016-11-16-01-00, 0.752331
2016-11-16-02-00, 0.748412
2016-11-16-03-00, 0.745363
2016-11-16-04-00, 0.750745
2016-11-16-05-00, 0.754755
2016-11-16-06-00, 0.749973
2016-11-16-07-00, 0.747374
2016-11-16-08-00, 0.746651
2016-11-16-09-00, 0.743865
2016-11-16-10-00, 0.742605
2016-11-16-11-00, 0.741900
2016-11-16-12-00, 0.749289
2016-11-16-13-00, 0.737089
2016-11-16-14-00, 0.735657
2016-11-16-15-00, 0.730740
2016-11-16-16-00, 0.735255
2016-11-16-17-00, 0.735887
2016-11-16-18-00, 0.734751
2016-11-16-19-00, 0.735055
2016-11-16-20-00, 0.735195
2016-11-16-21-00, 0.742540
2016-11-16-22-00, 0.727518
2016-11-16-23-00, 0.732310
2016-11-17-00-00, 0.725871
2016-11-17-01-00, 0.728549
2016-11-17-02-00, 0.731235
2016-11-17-03-00, 0.728094
2016-11-17-04-00, 0.729386
2016-11-17-05-00, 0.725932
2016-11-17-06-00, 0.726078
2016-11-17-07-00, 0.726328
2016-11-17-08-00, 0.720744
2016-11-17-09-00, 0.722465
2016-11-17-10-00, 0.720451
2016-11-17-11-00, 0.719066
2016-11-17-12-00, 0.734893
2016-11-17-13-00, 0.724713
2016-11-17-14-00, 0.724408
2016-11-17-15-00, 0.725807
2016-11-17-16-00, 0.720067
2016-11-17-17-00, 0.717408
2016-11-17-18-00, 0.716351
2016-11-17-19-00, 0.717763
2016-11-17-20-00, 0.717065
2016-11-17-21-00, 0.715630
2016-11-17-22-00, 0.712376
2016-11-17-23-00, 0.717121
2016-11-18-00-00, 0.708404
2016-11-18-01-00, 0.722344
2016-11-18-02-00, 0.728798
2016-11-18-03-00, 0.733153
2016-11-18-04-00, 0.731953
2016-11-18-05-00, 0.725754
2016-11-18-06-00, 0.728269
2016-11-18-07-00, 0.728663
2016-11-18-08-00, 0.721669
2016-11-18-09-00, 0.724738
2016-11-18-10-00, 0.715395
2016-11-18-11-00, 0.715521
2016-11-18-12-00, 0.710015
2016-11-18-13-00, 0.712775
2016-11-18-14-00, 0.704809
2016-11-18-15-00, 0.704705
2016-11-18-16-00, 0.707953
2016-11-18-17-00, 0.710888
2016-11-18-18-00, 0.710338
2016-11-18-19-00, 0.713179
2016-11-18-20-00, 0.709976
2016-11-18-21-00, 0.708655
2016-11-18-22-00, 0.709416
2016-11-18-23-00, 0.706477
2016-11-19-00-00, 0.698344
2016-11-19-01-00, 0.698786
2016-11-19-02-00, 0.694158
2016-11-19-03-00, 0.694612
2016-11-19-04-00, 0.699941
2016-11-19-05-00, 0.698704
2016-11-19-06-00, 0.699462
2016-11-19-07-00, 0.700094
2016-11-19-08-00, 0.694188
2016-11-19-09-00, 0.703226
2016-11-19-10-00, 0.702783
2016-11-19-11-00, 0.699989
2016-11-19-12-00, 0.694597
2016-11-19-13-00, 0.695535
2016-11-19-14-00, 0.695380
2016-11-19-15-00, 0.694911
2016-11-19-16-00, 0.696781
2016-11-19-17-00, 0.693001
2016-11-19-18-00, 0.697089
2016-11-19-19-00, 0.694875
2016-11-19-20-00, 0.695667
2016-11-19-21-00, 0.695619
2016-11-19-22-00, 0.695474
2016-11-19-23-00, 0.697004
2016-11-20-00-00, 0.698981
2016-11-20-01-00, 0.692447
2016-11-20-02-00, 0.691496
2016-11-20-03-00, 0.693229
2016-11-20-04-00, 0.691998
2016-11-20-05-00, 0.697852
2016-11-20-06-00, 0.694658
2016-11-20-07-00, 0.693143
2016-11-20-08-00, 0.690655
2016-11-20-09-00, 0.690191
2016-11-20-10-00, 0.689841
2016-11-20-11-00, 0.691726
2016-11-20-12-00, 0.691413
2016-11-20-13-00, 0.686080
2016-11-20-14-00, 0.702129
2016-11-20-15-00, 0.702936
2016-11-20-16-00, 0.710198
2016-11-20-17-00, 0.699845
2016-11-20-18-00, 0.699175
2016-11-20-19-00, 0.707299
2016-11-20-20-00, 0.693215
2016-11-20-21-00, 0.695500
2016-11-20-22-00, 0.699992
2016-11-20-23-00, 0.691669
2016-11-21-00-00, 0.681878
2016-11-21-01-00, 0.688644
2016-11-21-02-00, 0.685184
2016-11-21-03-00, 0.684347
2016-11-21-04-00, 0.688826
2016-11-21-05-00, 0.698880
2016-11-21-06-00, 0.686513
2016-11-21-07-00, 0.688863
2016-11-21-08-00, 0.686865
2016-11-21-09-00, 0.688117
2016-11-21-10-00, 0.683175
2016-11-21-11-00, 0.676271
2016-11-21-12-00, 0.680094
2016-11-21-13-00, 0.683414
2016-11-21-14-00, 0.679433
2016-11-21-15-00, 0.678131
2016-11-21-16-00, 0.683873
2016-11-21-17-00, 0.684635
2016-11-21-18-00, 0.679757
2016-11-21-19-00, 0.676652
2016-11-21-20-00, 0.675883
2016-11-21-21-00, 0.675780
2016-11-21-22-00, 0.678662
2016-11-21-23-00, 0.678962
2016-11-22-00-00, 0.676724
2016-11-22-01-00, 0.682921
2016-11-22-02-00, 0.681668
2016-11-22-03-00, 0.681500
2016-11-22-04-00, 0.680895
2016-11-22-05-00, 0.678689
2016-11-22-06-00, 0.679968
2016-11-22-07-00, 0.682377
2016-11-22-08-00, 0.687110
2016-11-22-09-00, 0.686383
2016-11-22-10-00, 0.693503
2016-11-22-11-00, 0.690910
2016-11-22-12-00, 0.689442
2016-11-22-13-00, 0.691885
2016-11-22-14-00, 0.689900
2016-11-22-15-00, 0.681395
2016-11-22-16-00, 0.680061
2016-11-22-17-00, 0.678646
2016-11-22-18-00, 0.678366
2016-11-22-19-00, 0.676472
2016-11-22-20-00, 0.676703
2016-11-22-21-00, 0.675204
2016-11-22-22-00, 0.674126
2016-11-22-23-00, 0.674064
2016-11-23-00-00, 0.665364
2016-11-23-01-00, 0.672726
2016-11-23-02-00, 0.666081
2016-11-23-03-00, 0.664920
2016-11-23-04-00, 0.681071
2016-11-23-05-00, 0.679998
2016-11-23-06-00, 0.678373
2016-11-23-07-00, 0.675274
2016-11-23-08-00, 0.670909
2016-11-23-09-00, 0.676306
2016-11-23-10-00, 0.676587
2016-11-23-11-00, 0.683793
2016-11-23-12-00, 0.675717
2016-11-23-13-00, 0.675766
2016-11-23-14-00, 0.658741
2016-11-23-15-00, 0.673670
2016-11-23-16-00, 0.679220
2016-11-23-17-00, 0.671848
2016-11-23-18-00, 0.667290
2016-11-23-19-00, 0.667507
2016-11-23-20-00, 0.656467
2016-11-23-21-00, 0.650949
2016-11-23-22-00, 0.651065
2016-11-23-23-00, 0.650290
2016-11-24-00-00, 0.635274
2016-11-24-01-00, 0.651147
2016-11-24-02-00, 0.653198
2016-11-24-03-00, 0.649811
2016-11-24-04-00, 0.653757
2016-11-24-05-00, 0.650233
2016-11-24-06-00, 0.648851
2016-11-24-07-00, 0.650382
2016-11-24-08-00, 0.647757
2016-11-24-09-00, 0.641634
2016-11-24-10-00, 0.638539
2016-11-24-11-00, 0.643937
2016-11-24-12-00, 0.646570
2016-11-24-13-00, 0.640999
2016-11-24-14-00, 0.639795
2016-11-24-15-00, 0.634711
2016-11-24-16-00, 0.589985
2016-11-24-17-00, 0.607186
2016-11-24-18-00, 0.596096
2016-11-24-19-00, 0.597481
2016-11-24-20-00, 0.605076
2016-11-24-21-00, 0.602919
2016-11-24-22-00, 0.612332
2016-11-24-23-00, 0.615282
2016-11-25-00-00, 0.639948
2016-11-25-01-00, 0.611314
2016-11-25-02-00, 0.611056
2016-11-25-03-00, 0.612795
2016-11-25-04-00, 0.620356
2016-11-25-05-00, 0.619241
2016-11-25-06-00, 0.617204
2016-11-25-07-00, 0.612792
2016-11-25-08-00, 0.615971
2016-11-25-09-00, 0.619594
2016-11-25-10-00, 0.616901
2016-11-25-11-00, 0.614535
2016-11-25-12-00, 0.616077
2016-11-25-13-00, 0.620776
2016-11-25-14-00, 0.641501
2016-11-25-15-00, 0.644791
2016-11-25-16-00, 0.660185
2016-11-25-17-00, 0.682310
2016-11-25-18-00, 0.667681
2016-11-25-19-00, 0.650042
2016-11-25-20-00, 0.673467
2016-11-25-21-00, 0.682247
2016-11-25-22-00, 0.658367
2016-11-25-23-00, 0.643306
2016-11-26-00-00, 0.649146
2016-11-26-01-00, 0.653672
2016-11-26-02-00, 0.659537
2016-11-26-03-00, 0.665738
2016-11-26-04-00, 0.665316
2016-11-26-05-00, 0.665236
2016-11-26-06-00, 0.665950
2016-11-26-07-00, 0.661276
2016-11-26-08-00, 0.656203
2016-11-26-09-00, 0.638045
2016-11-26-10-00, 0.635044
2016-11-26-11-00, 0.649364
2016-11-26-12-00, 0.644925
2016-11-26-13-00, 0.636301
2016-11-26-14-00, 0.628263
2016-11-26-15-00, 0.625430
2016-11-26-16-00, 0.641893
2016-11-26-17-00, 0.638246
2016-11-26-18-00, 0.638726
2016-11-26-19-00, 0.634155
2016-11-26-20-00, 0.633264
2016-11-26-21-00, 0.637738
2016-11-26-22-00, 0.632558
2016-11-26-23-00, 0.626136
2016-11-27-00-00, 0.623361
2016-11-27-01-00, 0.621542
2016-11-27-02-00, 0.625759
2016-11-27-03-00, 0.628968
2016-11-27-04-00, 0.638349
2016-11-27-05-00, 0.638381
2016-11-27-06-00, 0.635338
2016-11-27-07-00, 0.640763
2016-11-27-08-00, 0.633135
2016-11-27-09-00, 0.632667
2016-11-27-10-00, 0.631131
2016-11-27-11-00, 0.635029
2016-11-27-12-00, 0.633501
2016-11-27-13-00, 0.632245
2016-11-27-14-00, 0.633337
2016-11-27-15-00, 0.623285
2016-11-27-16-00, 0.628037
2016-11-27-17-00, 0.623468
2016-11-27-18-00, 0.624170
2016-11-27-19-00, 0.620771
2016-11-27-20-00, 0.618075
2016-11-27-21-00, 0.614948
2016-11-27-22-00, 0.615826
2016-11-27-23-00, 0.615961
2016-11-28-00-00, 0.618006
2016-11-28-01-00, 0.625439
2016-11-28-02-00, 0.629006
2016-11-28-03-00, 0.623720
2016-11-28-04-00, 0.627613
2016-11-28-05-00, 0.628352
2016-11-28-06-00, 0.626471
2016-11-28-07-00, 0.624014
2016-11-28-08-00, 0.616557
2016-11-28-09-00, 0.614052
2016-11-28-10-00, 0.614536
2016-11-28-11-00, 0.613846
2016-11-28-12-00, 0.614769
2016-11-28-13-00, 0.613216
2016-11-28-14-00, 0.616817
2016-11-28-15-00, 0.607921
2016-11-28-16-00, 0.614704
2016-11-28-17-00, 0.614580
2016-11-28-18-00, 0.613913
2016-11-28-19-00, 0.607887
2016-11-28-20-00, 0.611736
2016-11-28-21-00, 0.608228
2016-11-28-22-00, 0.608102
2016-11-28-23-00, 0.607686
2016-11-29-00-00, 0.600012
2016-11-29-01-00, 0.605186
2016-11-29-02-00, 0.603744
2016-11-29-03-00, 0.602595
2016-11-29-04-00, 0.601736
2016-11-29-05-00, 0.592715
2016-11-29-06-00, 0.593105
2016-11-29-07-00, 0.591968
2016-11-29-08-00, 0.587809
2016-11-29-09-00, 0.580109
2016-11-29-10-00, 0.579135
2016-11-29-11-00, 0.579031
2016-11-29-12-00, 0.579693
2016-11-29-13-00, 0.583757
2016-11-29-14-00, 0.592692
2016-11-29-15-00, 0.592627
2016-11-29-16-00, 0.592795
2016-11-29-17-00, 0.592984
2016-11-29-18-00, 0.594422
2016-11-29-19-00, 0.595360
2016-11-29-20-00, 0.617897
2016-11-29-21-00, 0.598350
2016-11-29-22-00, 0.598396
2016-11-29-23-00, 0.598138
2016-11-30-00-00, 0.594542
2016-11-30-01-00, 0.603358
2016-11-30-02-00, 0.603894
2016-11-30-03-00, 0.604401
2016-11-30-04-00, 0.607698
2016-11-30-05-00, 0.600103
2016-11-30-06-00, 0.599586
2016-11-30-07-00, 0.603729
2016-11-30-08-00, 0.604862
2016-11-30-09-00, 0.599642
2016-11-30-10-00, 0.594424
2016-11-30-11-00, 0.597946
2016-11-30-12-00, 0.595636
2016-11-30-13-00, 0.593727
2016-11-30-14-00, 0.595566
2016-11-30-15-00, 0.595974
2016-11-30-16-00, 0.593205
2016-11-30-17-00, 0.593230
2016-11-30-18-00, 0.597242
2016-11-30-19-00, 0.593723
2016-11-30-20-00, 0.597503
2016-11-30-21-00, 0.591336
2016-11-30-22-00, 0.594133
2016-11-30-23-00, 0.596764
2016-12-01-00-00, 0.596604
2016-12-01-01-00, 0.594966
2016-12-01-02-00, 0.601511
2016-12-01-03-00, 0.600028
2016-12-01-04-00, 0.607097
2016-12-01-05-00, 0.607844
2016-12-01-06-00, 0.601119
2016-12-01-07-00, 0.604097
2016-12-01-08-00, 0.597485
2016-12-01-09-00, 0.600423
2016-12-01-10-00, 0.599276
2016-12-01-11-00, 0.601857
2016-12-01-12-00, 0.599053
2016-12-01-13-00, 0.599836
2016-12-01-14-00, 0.622426
2016-12-01-15-00, 0.609998
2016-12-01-16-00, 0.606164
2016-12-01-17-00, 0.611843
2016-12-01-18-00, 0.611676
2016-12-01-19-00, 0.610696
2016-12-01-20-00, 0.608326
2016-12-01-21-00, 0.605894
2016-12-01-22-00, 0.607625
2016-12-01-23-00, 0.606735
2016-12-02-00-00, 0.612264
2016-12-02-01-00, 0.608833
2016-12-02-02-00, 0.604174
2016-12-02-03-00, 0.603252
2016-12-02-04-00, 0.602893
2016-12-02-05-00, 0.604968
2016-12-02-06-00, 0.598836
2016-12-02-07-00, 0.597134
2016-12-02-08-00, 0.595285
2016-12-02-09-00, 0.595294
2016-12-02-10-00, 0.595006
2016-12-02-11-00, 0.591319
2016-12-02-12-00, 0.592130
2016-12-02-13-00, 0.590943
2016-12-02-14-00, 0.589485
2016-12-02-15-00, 0.586234
2016-12-02-16-00, 0.575991
2016-12-02-17-00, 0.591618
2016-12-02-18-00, 0.593271
2016-12-02-19-00, 0.599426
2016-12-02-20-00, 0.600769
2016-12-02-21-00, 0.621700
2016-12-02-22-00, 0.635156
2016-12-02-23-00, 0.625285
2016-12-03-00-00, 0.616327
2016-12-03-01-00, 0.616416
2016-12-03-02-00, 0.616126
2016-12-03-03-00, 0.606285
2016-12-03-04-00, 0.609776
2016-12-03-05-00, 0.608009
2016-12-03-06-00, 0.605841
2016-12-03-07-00, 0.607466
2016-12-03-08-00, 0.614222
2016-12-03-09-00, 0.606391
2016-12-03-10-00, 0.607123
2016-12-03-11-00, 0.607142
2016-12-03-12-00, 0.607354
2016-12-03-13-00, 0.604189
2016-12-03-14-00, 0.602392
2016-12-03-15-00, 0.604720
2016-12-03-16-00, 0.603265
2016-12-03-17-00, 0.607043
2016-12-03-18-00, 0.603198
2016-12-03-19-00, 0.605324
2016-12-03-20-00, 0.603965
2016-12-03-21-00, 0.603498
2016-12-03-22-00, 0.605119
2016-12-03-23-00, 0.603531
2016-12-04-00-00, 0.601533
2016-12-04-01-00, 0.609792
2016-12-04-02-00, 0.613950
2016-12-04-03-00, 0.614529
2016-12-04-04-00, 0.625319
2016-12-04-05-00, 0.615162
2016-12-04-06-00, 0.615831
2016-12-04-07-00, 0.614836
2016-12-04-08-00, 0.612992
2016-12-04-09-00, 0.612005
2016-12-04-10-00, 0.617561
2016-12-04-11-00, 0.613656
2016-12-04-12-00, 0.610269
2016-12-04-13-00, 0.607873
2016-12-04-14-00, 0.605240
2016-12-04-15-00, 0.599417
2016-12-04-16-00, 0.601586
2016-12-04-17-00, 0.599604
2016-12-04-18-00, 0.593999
2016-12-04-19-00, 0.593228
2016-12-04-20-00, 0.589429
2016-12-04-21-00, 0.600910
2016-12-04-22-00, 0.591659
2016-12-04-23-00, 0.599237
2016-12-05-00-00, 0.624616
2016-12-05-01-00, 0.610366
2016-12-05-02-00, 0.607962
2016-12-05-03-00, 0.607568
2016-12-05-04-00, 0.604541
2016-12-05-05-00, 0.604418
2016-12-05-06-00, 0.608066
2016-12-05-07-00, 0.602460
2016-12-05-08-00, 0.599062
2016-12-05-09-00, 0.602048
2016-12-05-10-00, 0.595726
2016-12-05-11-00, 0.595369
2016-12-05-12-00, 0.594580
2016-12-05-13-00, 0.597384
2016-12-05-14-00, 0.592311
2016-12-05-15-00, 0.592124
2016-12-05-16-00, 0.597653
2016-12-05-17-00, 0.613093
2016-12-05-18-00, 0.607956
2016-12-05-19-00, 0.623977
2016-12-05-20-00, 0.629214
2016-12-05-21-00, 0.624180
2016-12-05-22-00, 0.628231
2016-12-05-23-00, 0.622244
2016-12-06-00-00, 0.633368
2016-12-06-01-00, 0.660015
2016-12-06-02-00, 0.649774
2016-12-06-03-00, 0.648005
2016-12-06-04-00, 0.639726
2016-12-06-05-00, 0.624187
2016-12-06-06-00, 0.622969
2016-12-06-07-00, 0.614100
2016-12-06-08-00, 0.625785
2016-12-06-09-00, 0.612732
2016-12-06-10-00, 0.602187
2016-12-06-11-00, 0.598496
2016-12-06-12-00, 0.590577
2016-12-06-13-00, 0.587764
2016-12-06-14-00, 0.607329
2016-12-06-15-00, 0.600480
2016-12-06-16-00, 0.593635
2016-12-06-17-00, 0.598782
2016-12-06-18-00, 0.599895
2016-12-06-19-00, 0.600655
2016-12-06-20-00, 0.599531
2016-12-06-21-00, 0.599493
2016-12-06-22-00, 0.612179
2016-12-06-23-00, 0.609347
2016-12-07-00-00, 0.634999
2016-12-07-01-00, 0.616991
2016-12-07-02-00, 0.612319
2016-12-07-03-00, 0.610140
2016-12-07-04-00, 0.613026
2016-12-07-05-00, 0.616340
2016-12-07-06-00, 0.616662
2016-12-07-07-00, 0.624504
2016-12-07-08-00, 0.647040
2016-12-07-09-00, 0.652122
2016-12-07-10-00, 0.640693
2016-12-07-11-00, 0.627978
2016-12-07-12-00, 0.626758
2016-12-07-13-00, 0.631122
2016-12-07-14-00, 0.639984
2016-12-07-15-00, 0.633161
2016-12-07-16-00, 0.631482
2016-12-07-17-00, 0.644526
2016-12-07-18-00, 0.644691
2016-12-07-19-00, 0.648535
2016-12-07-20-00, 0.650059
2016-12-07-21-00, 0.659414
2016-12-07-22-00, 0.654083
2016-12-07-23-00, 0.654451
2016-12-08-00-00, 0.650964
2016-12-08-01-00, 0.654758
2016-12-08-02-00, 0.652649
2016-12-08-03-00, 0.655427
2016-12-08-04-00, 0.658793
2016-12-08-05-00, 0.653473
2016-12-08-06-00, 0.650375
2016-12-08-07-00, 0.653210
2016-12-08-08-00, 0.649913
2016-12-08-09-00, 0.649917
2016-12-08-10-00, 0.647729
2016-12-08-11-00, 0.641751
2016-12-08-12-00, 0.638228
2016-12-08-13-00, 0.639364
2016-12-08-14-00, 0.649437
2016-12-08-15-00, 0.652521
2016-12-08-16-00, 0.651143
2016-12-08-17-00, 0.648286
2016-12-08-18-00, 0.655030
2016-12-08-19-00, 0.656365
2016-12-08-20-00, 0.645049
2016-12-08-21-00, 0.644294
2016-12-08-22-00, 0.650674
2016-12-08-23-00, 0.649848
2016-12-09-00-00, 0.647272
2016-12-09-01-00, 0.642164
2016-12-09-02-00, 0.636193
2016-12-09-03-00, 0.637167
2016-12-09-04-00, 0.636585
2016-12-09-05-00, 0.639515
2016-12-09-06-00, 0.640256
